"Note:  Berkshire Hathaway's Q3 2023 $23.5 billion ""unrealized investment"" loss (mostly non-cash-flow) decreased the S&P 500 EPS by approximately $2.82 per share and the Financial sector by $2.81 per share",
QUARTER ,AS REPORTED
END,EARNINGS
,PER SHR
,(ests are
,bottom up
ESTIMATES,
12/31/2025,67.16623990613209
9/30/2025,65.69589439247937
6/30/2025,61.59122875533695
3/31/2025,57.044717165826455
12/31/2024,59.16283787617429
9/30/2024,57.27680051508637
6/30/2024,53.380413977010484
3/31/2024,49.14516145649889
12/31/2023 (99.4%),47.79
,
ACTUALS,
09/30/2023,47.65
6/30/2023 ,48.58
3/31/2023 ,48.41
12/31/2022 ,39.61
9/30/2022,44.41
6/30/2022,42.74
3/31/2022 ,45.99
12/31/2021 ,53.94
9/30/2021,49.59
6/30/2021 ,48.39
3/31/2021,45.95
12/31/2020,31.44
9/30/2020,32.98
6/30/2020 ,17.83
3/31/2020,11.88
12/31/2019,35.53
9/30/2019  ,33.99
6/30/2019,34.93
3/31/2019 ,35.02
12/31/2018 ,28.96
9/30/2018,36.36
6/30/2018 ,34.05
3/31/2018,33.02
2017-12-31 00:00:00,26.96
2017-09-30 00:00:00,28.45
2017-06-30 00:00:00,27.01
2017-03-31 00:00:00,27.46
2016-12-31 00:00:00,24.16
2016-09-30 00:00:00,25.39
2016-06-30 00:00:00,23.28
2016-03-31 00:00:00,21.72
2015-12-31 00:00:00,18.7
2015-09-30 00:00:00,23.22
2015-06-30 00:00:00,22.8
2015-03-31 00:00:00,21.81
2014-12-31 00:00:00,22.83
2014-09-30 00:00:00,27.47
2014-06-30 00:00:00,27.14
2014-03-31 00:00:00,24.87
2013-12-31 00:00:00,26.48
2013-09-30 00:00:00,24.63
2013-06-30 00:00:00,24.87
2013-03-31 00:00:00,24.22
2012-12-31 00:00:00,20.65
2012-09-30 00:00:00,21.21
2012-06-30 00:00:00,21.62
2012-03-31 00:00:00,23.03
2011-12-31 00:00:00,20.64
2011-09-30 00:00:00,22.63
2011-06-30 00:00:00,22.24
2011-03-31 00:00:00,21.44
2010-12-31 00:00:00,20.67
2010-09-30 00:00:00,19.52
2010-06-30 00:00:00,19.68
2010-03-31 00:00:00,17.48
2009-12-31 00:00:00,15.18
2009-09-30 00:00:00,14.76
2009-06-30 00:00:00,13.51
2009-03-31 00:00:00,7.52
2008-12-31 00:00:00,-23.25
2008-09-30 00:00:00,9.73
2008-06-30 00:00:00,12.86
2008-03-31 00:00:00,15.54
2007-12-31 00:00:00,7.82
2007-09-30 00:00:00,15.15
2007-06-30 00:00:00,21.880744314722936
2007-03-31 00:00:00,21.33
2006-12-31 00:00:00,20.24
2006-09-30 00:00:00,21.47
2006-06-30 00:00:00,20.11
2006-03-31 00:00:00,19.69
2005-12-31 00:00:00,17.3
2005-09-30 00:00:00,17.39
2005-06-30 00:00:00,18.29
2005-03-31 00:00:00,16.95
2004-12-31 00:00:00,13.94
2004-09-30 00:00:00,14.18
2004-06-30 00:00:00,15.25
2004-03-31 00:00:00,15.18
2003-12-31 00:00:00,13.16
2003-09-30 00:00:00,12.56
2003-06-30 00:00:00,11.1
2003-03-31 00:00:00,11.92
2002-12-31 00:00:00,3
2002-09-30 00:00:00,8.53
2002-06-30 00:00:00,6.87
2002-03-31 00:00:00,9.19
2001-12-31 00:00:00,5.45
2001-09-30 00:00:00,5.23
2001-06-30 00:00:00,4.83
2001-03-31 00:00:00,9.18
2000-12-31 00:00:00,9.07
2000-09-30 00:00:00,13.71
2000-06-30 00:00:00,13.48
2000-03-31 00:00:00,13.74
1999-12-31 00:00:00,12.77
1999-09-30 00:00:00,11.93
1999-06-30 00:00:00,12.51
1999-03-31 00:00:00,10.96
1998-12-31 00:00:00,8.56
1998-09-30 00:00:00,8.99
1998-06-30 00:00:00,9.87
1998-03-31 00:00:00,10.29
1997-12-31 00:00:00,8.94
1997-09-30 00:00:00,9.87
1997-06-30 00:00:00,10.44
1997-03-31 00:00:00,10.47
1996-12-31 00:00:00,9.86
1996-09-30 00:00:00,9.78
1996-06-30 00:00:00,10.13
1996-03-31 00:00:00,8.96
1995-12-31 00:00:00,7.13
1995-09-30 00:00:00,8.69
1995-06-30 00:00:00,9.26
1995-03-31 00:00:00,8.88
1994-12-31 00:00:00,8.35
1994-09-30 00:00:00,7.94
1994-06-30 00:00:00,7.38
1994-03-31 00:00:00,6.93
1993-12-31 00:00:00,5.08
1993-09-30 00:00:00,5.81
1993-06-30 00:00:00,4.89
1993-03-31 00:00:00,6.11
1992-12-31 00:00:00,3.6
1992-09-30 00:00:00,4.73
1992-06-30 00:00:00,5.4
1992-03-31 00:00:00,5.36
1991-12-31 00:00:00,2.55
1991-09-30 00:00:00,3.74
1991-06-30 00:00:00,4.54
1991-03-31 00:00:00,5.14
1990-12-31 00:00:00,4.4
1990-09-30 00:00:00,5.33
1990-06-30 00:00:00,6.07
1990-03-31 00:00:00,5.54
1989-12-31 00:00:00,4.8
1989-09-30 00:00:00,4.85
1989-06-30 00:00:00,6.48
1989-03-31 00:00:00,6.74
1988-12-31 00:00:00,5.62
1988-09-30 00:00:00,6.38
1988-06-30 00:00:00,6.22
1988-03-31 00:00:00,5.53
Operating earnings:,
As Reported earnings:,
Bottom up estimate:,
Actual earnings are bottom up,
"Please note the disclaimer, which refers to the entire file's content:",
"Please note that the statistical data is based on publicly available information, most of which is available in S&P products such as Capital IQ, Compustat Research Insight and S&P Index Alert.  Analysis and projections are my own, and may differ from others within S&P/S&P Global.  Nothing presented is intended to, or should be interpreted as, a buy/sell/hold recommendation. 
My notes vary in topics, but are market related. The intent is to quickly inform. The assumption is that you don't need a basic education, editorial or sales pitch, just specific facts and maybe some observations. If the information does not suit your needs, please e-mail me and I will take you off the list. Unless otherwise noted all data is for public dissemination, and may not be used for commercial purposes.  Finally, any incoming correspondence from you will be considered confidential unless you specify otherwise (as will your email address, to the best of my ability).                         

Please read important General Disclaimer and Performance Disclosure information here: https://www.spglobal.com/spdji/en/disclaimers",
