Industry,Number of firms,Price/Sales,Net Margin,EV/Sales,After-tax Operating Margin
Coal,3,0.941476203197273,-0.0057550767047973754,0.9155650566157354,0
Coatings/Paint,3,1.0474811775992368,0.048319513906877665,1.3031302293858833,0.07436634936499674
Coffee,1,0.6436988543371522,0,0.7012547735951992,0.06144177577741408
Commer Banks Non-US,165,2.266103156076143,0.1071138216998738,7.553561730599183,0.12363894720279146
Commercial Serv-Finance,1,2.3443743547948923,0,2.3443743547948923,0
Commercial Services,28,2.252686249939415,0.0042517411455045475,2.3965121948257035,0.0030491117705545795
Communications Software,8,2.3897279048635576,-0.039456002037123204,2.175706106888453,-0.03039153101603185
Computer Aided Design,3,3.838974666898785,0.027820466570094817,3.509377969191714,0.0464736908124422
Computer Data Security,10,2.9622400797031796,0.03240408083735115,2.7372436981250496,0.043826829593267905
Computer Services,66,1.6217747876568411,0.0020353336712027907,1.624197616816675,0.0005325130542671621
Computer Software,13,3.5804426399638674,-0.05058810600591855,3.3879754796769794,-0.028051133371287916
Computers,7,1.355718872970226,0.0342410372571812,1.430832794206202,0.0018298875862551311
Computers-Integrated Sys,13,2.2558767370542108,-0.0728500874565548,2.3146374050052896,-0.07006520969443472
Computers-Memory Devices,7,4.076997999249994,-0.1637029698082521,4.081475646536257,-0.15616187920005253
Computers-Other,1,8.026651764828195,-1,7.930690856162603,-1
Computers-Peripher Equip,5,1.5483966293904545,0.015151996872055522,1.4708939050968488,0.017228736091365764
Consulting Services,27,1.8907719675189387,-0.02549810544217533,1.9640089487493115,-0.02263299241380026
Consumer Products-Misc,2,0.6279022185944017,0.016234750880046132,0.7221312179727858,0.0045058509325273735
Containers-Metal/Glass,9,3.396162848541842,0.0390297198540848,3.515438026248772,0.05126980449729378
Containers-Paper/Plastic,16,0.6786163588436276,0.020861250247402516,0.9091567230644559,0.040369742793054116
Cooperative Banks,3,1.5860575736424847,0.03562813759175784,8.25077208038876,0.038866682400886476
Cosmetics&Toiletries,18,1.4990395093714464,0.0678494084937115,1.594704976735594,0.08017607853602583
Cruise Lines,5,1.009439546229053,0.09822678133638203,1.6136200998784314,0.11257314218710295
Crystal&Giftware,1,0.5190935492626436,-0.02849905003166561,0.7657234235049308,0
Data Processing/Mgmt,7,4.665015472259805,-0.32354302949922875,4.6527019230714775,-0.20991369912566932
Decision Support Softwar,5,2.3338652597580856,-0.06434778271620309,1.6611107620141083,-0.04435746384103514
Diagnostic Equipment,2,2.0991800952958206,0.11001870317178339,1.9326938485062475,0.1113180082886501
Diagnostic Kits,2,2.0734226552984163,0.1472289890377588,2.160359317904994,0.10691769183922044
Direct Marketing,2,1.2785076400679118,0.04074702886247878,1.4625483870967744,0.03194567062818336
Disposable Medical Prod,1,7,7,7,7
Distribution/Wholesale,34,0.6093365914490364,0.026562205157210837,0.6852178381107666,0.048012424169575955
Divers Oper/Commer Serv,13,1.119803182588453,0.10613622619562148,1.3893477420161262,0.07150310125668835
Diversified Finan Serv,19,3.5391454100414643,0.061543436853253586,5.235012385370853,0.12525910625288528
Diversified Manufact Op,34,0.7618185035935924,0.024567948130484473,0.9313506336888844,0.029194118813499047
Diversified Minerals,21,9.216367875877419,-0.19730225763566614,9.484230704610962,-0.24678955705966513
Diversified Operations,47,1.6879031444159236,0.018723116069599158,2.017732020355058,0.04416076225258204
Drug Delivery Systems,2,8.66774886877828,-0.6380090497737556,6.203947963800905,-0.6344977375565611
E-Commerce/Products,5,8.599168943502747,-0.23368295803396685,8.60427823281743,-0.15959831775668645
E-Commerce/Services,3,3.187212244241902,-0.15668097978696138,3.149372452395783,-0.16485455499898732
Educational Software,2,1.485743710324488,0.03370654516503824,1.1792902672813503,0.024921203726246455
Electric Products-Misc,24,1.1428663834072437,0.03709380262302579,1.217101283799675,0.04684698635669126
Electric-Distribution,9,1.830760364795884,0.08966756984788979,2.2933375389179615,0.09459729111115171
Electric-Generation,3,6.791586371524752,0.5412989156598886,8.665002963911574,0.254032754361173
Electric-Integrated,48,1.8344726741309685,0.07693833669683992,2.331665027123309,0.08556862924707741
Electric-Transmission,2,3.9546656120480455,0.20414093260048607,5.193090921834317,0.2493648307587179
Electronic Compo-Misc,28,3.5317958074910396,-0.14214544711974986,3.6535669566318654,-0.14223169142842276
Electronic Compo-Semicon,24,3.1131439415102395,-0.11372529485350248,3.2100328811040346,-0.09624496509787707
Electronic Forms,1,1.007357949453307,0.06291450080659616,0.7503226384656748,0.05110754615522495
Electronic Measur Instr,12,1.7110065610647875,0.06262604680224639,1.7904178249918188,0.06060642326999216
Electronic Parts Distrib,4,0.8103686011633114,0.06810873500256936,0.9394534632607153,0.04862104934728702
Electronic Secur Devices,7,1.6693690109994626,0.04529561051631009,1.8134494760473936,0.05020272531550605
Electronics-Military,1,0.8371483191005018,0.03763944611437411,0.8846889109682936,0.03335386801826163
Energy-Alternate Sources,10,6.986561819733496,0.03955692677108797,7.653576885321106,0.008349868122853793
Engineering/R&D Services,19,0.5515943922053564,0.014715403087806375,0.6704073569813311,0.01974839993225033
Enterprise Software/Serv,26,2.6032629473243962,-0.002119947586878122,2.4592385427021517,-0.009267909595171953
Entertainment Software,7,1.3735843534453978,0.05088573864870675,1.3745895375948647,0.050978345854474603
Environ Consulting&Eng,3,1.2284710697959247,0.049011915350948565,1.3149515968404477,0.0473392840455883
Environ Monitoring&Det,2,0.8856736857774208,0.03425590881351987,0.8784481799153461,0.03583141740630458
E-Services/Consulting,10,2.6919194818172665,-0.07008921095816786,2.6599812049600997,-0.028304260040845623
Explosives,1,0.27879174645729604,0.005984297204136346,0.2583972615855994,0.0129739563385676
Film Processing,2,0.242698613502715,0.0027033521566742764,0.37115176140053574,0.02400820851535086
Filtration/Separat Prod,4,1.6176262326715358,0.08346843533499966,1.7617771940394067,0.04811819486868858
Finance-Commercial,2,6.527782761935277,0.19897468760012815,16.8795930791413,0.22287023389939123
Finance-Consumer Loans,4,1.4053652389368885,0.19760123790227793,2.4893193729037844,0.15043129693784144
Finance-Invest Bnkr/Brkr,39,2.845798056978766,0.10633886150083671,4.184029239275802,0.11021066765645605
Finance-Leasing Compan,6,1.7176315578130377,0.07870235090794335,3.719975814165822,0.09036633508173819
Finance-Mtge Loan/Banker,3,2.65926653232918,0.16940562087351005,6.179008419232857,0.12378713689317489
Finance-Other Services,25,6.52665106707719,0.17715035143577915,8.169312540559304,0.16682659903398334
Financial Guarantee Ins,1,1.2459702513627435,0,1.9116677333215635,0.08300459856994681
Fisheries,13,0.702245461627351,-0.04767783145325953,1.3978163020586054,0.021472879348600368
Food-Baking,8,0.9072085565060023,0.032101251283194236,1.1937932243782354,0.04138607688695858
Food-Catering,4,0.39282991227344577,0.033443992988896845,0.5328828717223376,0.024986684909538443
Food-Confectionery,11,1.1041331685066362,0.038093704268978304,1.224965552918399,0.04524350314221424
Food-Dairy Products,16,0.3695388170654657,0.027689507080468148,0.5656027113202191,0.029401913511852073
Food-Flour&Grain,2,2.070459509414772,0.05653329824081848,2.1970512926579215,0.038846344628131996
Food-Meat Products,10,0.4579966210472393,0.017244100145649047,0.6645873559084352,0.03999211756563291
Food-Misc/Diversified,50,0.8492965646291153,0.035802303848894816,1.0727087736076897,0.04488565814701663
Food-Retail,24,0.4066790711306171,0.015618906680063329,0.5311382531316289,0.010890809520644756
Food-Wholesale/Distrib,17,0.671152139017746,0.03873002816636363,0.8315278785582408,0.03266975954618534
Footwear&Related Apparel,3,3.036456436777661,0.08370549526137931,3.046879580721747,0.0796205171932511
Forestry,2,7.041871001247375,0.11809347255910219,7.729684170854749,0.12281207681343144
Funeral Serv&Rel Items,2,1.629132714213036,0.12149359178875178,2.7004867596209396,0.14755957523863725
Gambling (Non-Hotel),10,2.2858286820006377,0.0232166761955416,2.3401495149963076,0.022906828813094225
Gas-Distribution,9,1.7718028992668626,0.07152331636024024,2.0742824947809577,0.08778666965214073
Gas-Transportation,2,2.76423616837954,0.1827818918832825,3.671071461159836,0.20601182469646645
Gold Mining,8,3.933701968319194,0.3100150542981406,3.9829370273573113,0.2637244723215895
Hazardous Waste Disposal,1,1.1158782437929584,0.023481554215177444,1.2288534156263151,0.036210060317015014
Home Decoration Products,3,1.2552959045551468,0.0812867138208795,1.3308456576906365,0.07884124586206673
Home Furnishings,7,1.3062057416730728,0.07800575980663219,1.4125035058846769,0.06967207481820056
Hotels&Motels,27,2.5694180818905155,0.05051529773715165,3.326775841982216,0.07127372127544414
Housewares,2,0.776760458915243,-0.01687549767568648,1.257896379465636,-0.011099899091826437
Human Resources,27,1.7273701833421813,-0.021546227404441173,1.611552040268955,-0.025981590585723295
Identification Sys/Dev,2,5.2103133342647165,-0.0980308932058857,5.060893671930004,-0.09153628434415287
Industr Audio&Video Prod,1,6.357494887525562,0.16053169734151332,6.396605316973416,0.1602810582822086
Industrial Automat/Robot,9,0.7702119781607267,-0.012592238922563012,0.8757393215023748,0.026857264275378094
Industrial Gases,4,4.237020356433394,0.19717661330013167,4.532049096936892,0.11799808666458697
Instruments-Controls,6,1.5234985503593634,0.059464693281649716,1.5137431460527446,0.03821765548986387
Instruments-Scientific,5,1.5950435464622474,0.012445171083275777,1.0566751630536326,0.010870472621854088
Insurance Brokers,4,2.00108303055029,0.1972840934330218,1.3804015784245647,0.1271059840485898
Interior Design/Architec,3,0.6819262968381776,0.04438470710856755,0.8647426546379147,0.04099090896075697
Internet Applic Sftwr,8,1.4700265213544446,-0.040386882479080524,1.1073319223370215,-0.045841897431716995
Internet Brokers,2,4.091989127255959,0.06011322696860524,4.1882190957815775,0.06422384074606428
Internet Connectiv Svcs,4,2.9792192617468762,-0.20378541813031642,2.766389284643153,-0.18753894752774442
Internet Content-Entmnt,6,11.542525054211819,-0.1388948751785794,11.231622339813566,-0.1297459375703029
Internet Content-Info/Ne,4,6.042857875930461,0.08082477857636466,5.853377647303898,-0.12860135743511183
Internet Financial Svcs,4,2.8092227783126216,0.043660438689591755,3.710119752504146,0.08342699372632022
Internet Gambling,3,0.5800817598986652,-0.04020654067652327,0.5972538392621183,-0.040274397021240076
Internet Incubators,1,7,7,7,7
Internet Infrastr Equip,1,2.398448598130841,-0.3249787595581988,2.4727901444350042,-0.2527612574341547
Internet Infrastr Sftwr,2,3.2840248528679163,0.1322753278989495,3.1829797121413312,0.12504823955051553
Internet Investment,3,11.372726434321992,0.11506472757814783,11.092694976458041,0.09641448849417174
Internet Security,2,6.840148254460338,-0.047747773086614965,6.511804186315903,-0.053777543046019574
Intimate Apparel,1,0.6719858061948663,-0.048816077468992504,1.3227784041918154,-0.018178271539430923
Invest Comp - Resources,2,11.60049652325076,-0.4503476749239461,11.675029335071708,0.0460674272055628
Invest Mgmnt/Advis Serv,23,5.989064247838924,0.06551558030819564,7.216342539648699,0.10747138551349796
Investment Companies,92,10.846942408599446,0.165561286993102,11.48141251973103,0.23223773981865276
Lasers-Syst/Components,4,5.605098863202075,-0.25857893195351733,5.111847757795038,-0.16010763324938077
Leisure&Rec Products,12,1.0690374627385946,0.045717580546757404,1.2212487825038953,0.06648528410086886
Leisure&Rec/Games,1,1.1384405194805194,0,1.1384405194805194,0
Life/Health Insurance,20,0.6143622190819495,0.021318083934931176,0.7830882327733656,0.03740555514160946
Lighting Products&Sys,4,0.9447224652215136,0.05468752324592939,0.9896722046554318,0.05157869545736356
Lottery Services,2,2.6326051470858243,0.004781263716740171,2.535028230804075,0.17608599268175149
Mach Tools&Rel Products,13,0.8973550899972238,0.03575734287066792,0.9997626404382338,0.03150759012416225
Machinery-Constr&Mining,9,3.639231574615331,0.04559659813562686,3.7501466041229907,0.08448297542135129
Machinery-Electrical,9,1.1098053991159407,0.044211952550209516,1.1473724887112537,0.048242260232508105
Machinery-Farm,3,1.2014621617147305,0.015003768622269322,1.3188686027994045,0.12478486642315845
Machinery-General Indust,47,0.9735191984902304,0.03128591292131606,1.092178691039539,0.04217778895156013
Machinery-Material Handl,4,0.787049498614934,0.03229379544783852,0.8676437139221623,0.032925722945298413
Machinery-Print Trade,6,0.6313650218089798,-0.048335184875773485,0.8294975734697154,0.020545084518230027
Machinery-Pumps,6,1.0775414451506966,0.022762521619051845,1.0826320578287159,0.034912424157558
Machinery-Therml Process,1,20,-0.3494623655913978,20,-0.20956559139784947
Marine Services,4,1.6142243180845854,0.06675572809183322,1.7323414519888278,0.1118062185454166
Medical Imaging Systems,3,1.6572061748270779,-0.11097475326762124,1.8747645960702062,-0.03259747932542569
Medical Information Sys,2,6.646015069213247,0.06412158059665608,6.834671834358986,0.03975357720628685
Medical Instruments,11,1.90628833768656,0.02924152823403566,2.085287607651151,0.02390944201547535
Medical Labs&Testing Srv,4,1.8558229288209027,0.09068120140585158,2.114585060432824,0.08781588087757612
Medical Laser Systems,3,1.5363252678750328,0.04837061238776983,1.5270238991620415,0.06426721764769465
Medical Products,38,5.209431638483713,0.016281545787954953,5.306165878415025,0.007373861089181155
Medical-Biomedical/Gene,33,12.61629438428109,-0.5533297533238904,12.119906736441797,-0.5864102059922456
Medical-Drugs,52,7.466213907885628,-0.21292716363909603,7.477904498198999,-0.22698982964015899
Medical-Generic Drugs,4,2.3900738835294355,0.002199294953703891,2.670018099167677,0.02460818146116486
Medical-Hospitals,9,0.8606147515410261,0.0071499187421431975,1.254493909898067,0.03253536638918961
Medical-Nursing Homes,3,1.5332587202753842,0.030507914379521942,2.092615719943131,0.048952959349758046
Medical-Whsle Drug Dist,9,0.716870480230961,0.038081668197916,0.8162254767609082,0.02294929336456457
Metal Processors&Fabrica,15,0.8407335163698311,0.04052421425458616,1.0677676334274164,0.04974936895952508
Metal Products-Distrib,3,0.8949268275580405,0.003289372976664174,0.8723585348268253,0.04362248852621229
Metal Products-Fasteners,7,0.6123573539702901,0.019200740119769206,0.7417091036984474,0.023358941447161555
Metal-Aluminum,4,0.5616813225157695,0.008120954349815298,0.8757559241753341,0.0478952789696805
Metal-Copper,2,0.4709899345747358,0,1.0233804730749874,0.013507372924006038
Metal-Diversified,8,2.5868874076374673,0.027851173194224654,3.0746898161882226,0.03955627914231419
Metal-Iron,1,0.6812720848056537,0.06198468786808009,0.8438162544169611,0.08039443462897525
Miscellaneous Manufactur,35,0.9382391483077078,0.04284070528307693,1.1100873805981426,0.04174688237470664
Mortgage Banks,16,1.023317588118986,0.05112254121424421,12.909989667398065,0.06493297130993196
Motion Pictures&Services,4,2.3434065217947624,0.12197766321685068,3.2881042911375213,0.1194352167677295
Multi-line Insurance,42,0.4812586295427527,0.025523343731242275,0.7109781641081306,0.039585929184985706
Multimedia,19,2.2095605199531425,0.03021034988817827,2.5080057562484237,0.04909971737574857
Music,3,1.0929480933662183,0.03545740074948477,1.2620406163043303,0.03693213266431165
Networking Products,5,4.939613255779049,-0.4628115006644714,4.41155529543511,-0.4349904097489417
Night Clubs,2,0.8411722502629913,0.04735261202249207,1.0467104611052191,0.022383646075438492
Non-Ferrous Metals,3,6.949919174782019,-0.34326456225920216,7.089633821198933,-0.3222341449271591
Non-hazardous Waste Disp,3,0.6090158504782521,-0.01409588293820073,1.1660573455126428,0.02171130792645759
Office Automation&Equip,6,0.8597081183863046,0.017585286620931912,1.1965051968185003,0.037041481641373025
Office Furnishings-Orig,1,0.7169861424064894,0.004619197836863451,1.4102038080216313,0.005373591707976564
Office Supplies&Forms,5,0.7610140343644063,0.027022055124239962,0.782596067431407,0.03485968789961748
Oil Comp-Explor&Prodtn,37,10.909238757962976,0.18462811204576798,10.907145398769304,0.09404715121295217
Oil Comp-Integrated,17,1.3884382516373288,0.07814866130412816,1.59243958066555,0.0643119145626015
Oil Field Mach&Equip,4,7.058133636609999,-0.21776278384576186,7.724455281979106,-0.18759647409517588
Oil Refining&Marketing,7,0.5593965455253654,-0.03644723917208019,0.8384157512368487,0.019212161192435878
Oil&Gas Drilling,4,12.421870604781997,-0.4132783531517709,13.190762050888633,-0.19824830584324257
Oil-Field Services,19,2.9373333304146483,-0.10225682980662885,4.075158923568447,0.08425662902183556
Optical Recognition Equi,2,1.977549464620667,0.09650945554916796,1.9124030282516775,0.07219212309719783
Optical Supplies,4,1.5572646177795981,0.0475773314886445,1.8708302071764589,0.06484166092028303
Paper&Related Products,37,0.9202326013358607,0.032178437039139494,1.2331557691125266,0.04142096400502629
Petrochemicals,1,7,7,7,7
Photo Equipment&Supplies,4,0.8945456891372472,0.07481190654384173,1.031007882978738,0.0572545223568187
Phys Practice Mgmnt,1,0.285896351261934,0.04818508365630022,0.49702216655638526,0.032765856886284146
Phys Therapy/Rehab Cntrs,1,0.6236530387844862,-0.06027588964414234,1.73655787684926,0.05402838864454218
Pipelines,1,0.51545831156229,0.04907815182503546,1.619847353885198,0.06116535791595134
Platinum,1,1.3097174757281553,0.29514563106796116,1.5728242718446601,0.17479466019417478
Pollution Control,1,2.3249474106784427,0.12733841830590123,2.152647129666801,0.09149265355279004
Poultry,1,0.3326715337251048,0.022048844407896933,0.3667609993515046,0.021744100363023725
Power Conv/Supply Equip,7,1.5298910751013557,0.0019478150863871564,1.647194500780855,-0.007580444258772876
Precious Metals,3,0.3704254272043746,0.0237593984962406,0.3590515379357485,0.0241954012303486
Printing-Commercial,11,0.7778065196657359,0.024287917736227703,0.9570091272784704,0.031670852248195776
Professional Sports,12,1.5763784266825818,-0.010128213942068337,1.9424837764768084,-0.08331693297335352
Property/Casualty Ins,23,1.4875981953135398,0.16046709122032574,1.3419816666477904,0.11146015800291345
Protection-Safety,4,2.2123107852281323,0.10864366527990653,2.3104833887352214,0.06833063063293478
Public Thoroughfares,13,5.300439588170206,0.18857765815259095,8.537668014957656,0.23405351128741889
Publishing-Books,8,1.2550107286720231,0.07562685502944468,1.4977162064050278,0.08280022720286219
Publishing-Newspapers,30,1.6438109199721083,0.06891898035486925,1.7886985047970678,0.07146992685087156
Publishing-Periodicals,23,1.7144143245022412,0.027907237914929862,2.0159493040565537,0.040907890886930386
Quarrying,5,1.3234353893398736,0.019143359040615225,1.6877828506914792,0.10429614183416613
Racetracks,3,3.8460291488213887,0.19256150845091002,3.9994410062426495,0.15438021050528417
Radio,7,4.034912338213705,-0.004574775323211945,4.196687892137535,-0.02691756151842361
Real Estate Mgmnt/Servic,114,6.628262324682417,0.19856798575063583,10.086779993435123,0.19087003608758926
Real Estate Oper/Develop,80,6.999575370111471,0.3495829513949553,10.323504600153619,0.27040646818593983
Recreational Centers,3,3.295849958324451,0.14483166668859726,4.617887152142509,0.11410935823561046
Recycling,3,2.9424517316772856,0.056842572341955666,3.343398967727389,0.07762674512575701
Regional Banks-Non US,34,1.850812856605982,0.05633992027892715,9.570324316669163,0.1290610318469065
Reinsurance,7,0.44800068939775667,0.025218229829260853,0.4052967877581012,0.029004317770288838
Remediation Services,2,1.343023086646096,0.030901247842703098,1.433368924518164,0.03564916857551437
Rental Auto/Equipment,15,2.6418436570990593,0.006477606304677527,3.2111617728484063,-0.006045376369288484
Research&Development,2,9.469508521001206,-0.5921921533082999,8.41859548753415,-0.5853157969700893
Resorts/Theme Parks,7,1.5595213691513037,0.057541930865692134,2.387755817257427,0.07376807906962254
Retail-Apparel/Shoe,26,1.0454590551129435,0.04145642200706525,1.1425168008180544,0.04050830100758977
Retail-Appliances,1,0.9181334384547156,0,1.0921750271016064,0.03896824677244506
Retail-Auto Parts,2,0.7607294150818331,0.0587053521239922,1.184811381331677,0.03418320797666647
Retail-Automobile,11,0.17567953888105328,0.012721481913074343,0.2866670194259868,0.01596667786567938
Retail-Bookstore,2,0.32991982001853193,0.03247042016077549,0.3686288901362315,0.027380432525737096
Retail-Building Products,5,0.5134084487598091,0.04012878664537095,0.669032553922921,0.0367233600965441
Retail-Catalog Shopping,3,0.9148314870316981,0.07193164442896284,1.0746226615314771,0.05948398665029978
Retail-Computer Equip,4,0.695218462086372,0.005144995040441746,0.7525004611428234,-0.009979073994846488
Retail-Consumer Electron,8,0.6372761292276251,0.0315294759535324,0.6676259350518403,0.038578315840067344
Retail-Convenience Store,1,0.4008777300814515,-0.03516546800687092,0.4823722541975158,0.020594760428009253
Retail-Discount,4,1.0891681132134414,0.02092888634818168,1.0386212810655862,0.05574614084193257
Retail-Drug Store,1,0.9312356807511737,0.10351173708920189,1.004306103286385,0.07363824976525822
Retail-Floor Coverings,3,2.67414694133294,0.17578408033034626,2.6339978515637457,0.13273120276252448
Retail-Gardening Prod,2,1.2157367202148341,0.13158653046612911,1.8140957775037274,0.09018439089282888
Retail-Home Furnishings,5,0.5440419892134527,0.010962268723807591,0.6571032593582773,0.03313151297524014
Retail-Hypermarkets,2,0.42008784296629975,0.0198391017213924,0.7615869727146537,0.03377906128241916
Retail-Jewelry,5,3.5558428706293546,0.11686917745633171,3.4825006251160824,0.1643686316101372
Retail-Leisure Products,1,1.7889600512067474,0.042847998795135366,2.0084713279867468,0.049106054444820975
Retail-Mail Order,2,0.8917161644395549,0.07403187723745555,1.1779243437858722,0.06432654557186837
Retail-Major Dept Store,7,0.39296530526492573,0.02006566963218218,0.833208694221191,0.02888356875533354
Retail-Misc/Diversified,13,0.8987427589836283,0.027821601317944256,0.9562200153660697,0.027801334481179996
Retail-Music Store,1,0.5656593084913604,0.07333270141123074,0.5965268446084964,0.051252225016309175
Retail-Office Supplies,1,0.46018865780202295,0.023184452778724857,0.4300337159525704,0.02328887121011226
Retail-Pawn Shops,1,2.5271853178155776,0.2493285586392122,2.9246786034019694,0.16825716204118174
Retail-Perfume&Cosmetics,3,0.5664141038117066,0.019651541465424385,0.7725550778469007,0.07107023690620869
Retail-Petroleum Prod,1,0.6722013307793125,0.037730618005847365,0.942944349228753,0.06352727593507411
Retail-Pubs,8,1.851301242338621,0.23584426329810929,3.4446624128032894,0.188685605039079
Retail-Regnl Dept Store,7,0.8289253252395886,0.03826570585492116,1.220348138428019,0.044733802907848466
Retail-Restaurants,20,1.4312758985531207,0.0562295583751207,1.60844053971699,0.052837590288588844
Retail-Sporting Goods,5,0.5121125783340406,0.04589194472692645,0.6435146605703516,0.033501778333519916
Retail-Toy Store,1,1.5523151534425186,0,1.9956818784120425,0.10812040069963427
Retail-Variety Store,1,1.1807034938621341,0.07021448806151356,1.1511607985970593,0.04741584378794011
Retail-Video Rental,1,0.24886264162657146,0.0419835480366289,0.23900698432407264,0.02282645506751513
Retail-Vision Serv Cntr,2,1.9791496306912135,0.10754667540238558,2.0338622915448656,0.10383251051551712
Retirement/Aged Care,1,1.3478665392812523,0.10531344161093556,1.875462629528919,0.06705306827368268
Rubber/Plastic Products,7,0.7491829074077337,0.010043304700007348,0.9043602404767273,0.030663282061004837
Rubber-Tires,5,0.9031898277735051,0.025223492868707405,1.1656428384674273,0.034287764740798775
Satellite Telecom,2,3.2424589718401533,0.06441835720038931,3.2223506071299153,0.047311542497376714
Schools,2,1.5004405924127617,0.0820340681509954,1.662683898460424,0.04927274393639515
