Bloomberg Symbol,Primary Exchange,0.00me,Industry 0.00me,FCFF,FCFE,Market Capitalization,Firm Value,Enterprise Value,Cash & near Cash,Invested Capital,Total Debt,Book Equity,Revenues,Net Cap Ex,EBIT,EBITDA,EBIT (1-t),Chg in non-cash WC,Reinvestment,Tax Rate,Net Income,Standard deviation in stock prices,Beta,Geo growth in earnings per share,Cash/Firm Value,Payout Ratio,Reinvestment Rate,Net Margin,After-tax Margin,PE,PBV,PS,EV/EBITDA,EV/EBIT,Firm Value/BV,EV/Sales,ROE,ROIC,Market Debt to Capital,Market Debt to Equity,Book Debt to Equity,Interest Coverage Ratio,Geometric Growth-EPS Before XO,Volatility 90 Day Calc,Raw Beta,Current Market Cap,Operating Income (Losses),Effective Tax Rate,Capital Expenditures,Depreciation & Amortization,Cash Flow Net Income,Total Debt (ST & LT Debt),Interest Expense,Sales/Revenue/Turnover,Changes in Non-Cash Work Cap,Industry Subgroup,IBES Est Growth,Dividends Paid,Total Common Equity,Cash&Near Cash Items,Adj Beta
KER GR Equity     ,Frankfurt,KERAMAG KERAMISCHE WERKE AG,Home Furnishings,-0.3397520000000007,0.17041249263406044,273.6,273.63,272.6,1.03,32.91,0.03,33.91,132.85,2,21.48,24.82,11.440247999999999,9.78,11.78,0.46740000000000004,11.94,0.23457,0.3933236574746009,-0.049699999999999994,0.003764207141029858,1.0050251256281408,1.0296979575967236,0.0898757997741814,0.08611402333458787,22.91457286432161,8.068416396343263,2.0594655626646596,10.983078162771958,12.690875232774674,8.062168532704774,2.051938276251412,0.3521085225597169,0.34762224247948953,0.0001096371011950444,0.00010964912280701753,0.0008846947803007963,0.00,-4.97,23.457,0.271,273600000,21.48,46.74,-5.34,3.34,11.94,0.03,,132.85,-9.78,Home Furnishings,,-12,33.91,1.03,0.3933236574746009
KA8 GR Equity     ,Xetra,KLASSIK RADIO AG,Radio,0.75802,0.5875308641975309,24.75,26.8,25.2,1.6,2.4499999999999997,2.05,2,3.62,-0.08,0.51,0.6,0.35802,-0.32,-0.4,0.298,0.39,0.27027999999999996,0.00,0.00,0.05970149253731343,0,-1.1172560192168035,0.10773480662983426,0.09890055248618784,63.46153846153846,12.375,6.837016574585635,42,49.41176470588235,6.617283950617284,6.961325966850828,0.195,0.14613061224489798,0.07649253731343282,0.08282828282828282,1.025,12.75,,27.028,,24750000,0.51,29.8,-0.01,0.09,0.39,2.05,0.04,3.62,0.32,Radio,,,2,1.6,0.00
KLD GR Equity     ,Frankfurt,KLEINDIENST DATENTECHNIK,Electronic Forms,2.37318,1.1155168601437262,32.2,44.34,33.39,10.95,25.23,12.14,24.04,64.91,-2.5700000000000003,4.27,8.969999999999999,1.8531799999999996,2.05,-0.5200000000000005,0.5660000000000001,0.77,0.20201,0.00,0.00,0.24695534506089306,0,-0.2805987545732204,0.011862578955476814,0.028549992297026646,41.81818181818182,1.339434276206323,0.49607148359266684,3.7224080267558532,7.819672131147542,1.2255389718076286,0.5144045601602218,0.032029950083194675,0.07345144669044787,0.2737934145241317,0.3770186335403726,0.5049916805324459,4.313131313131313,,20.201,-0.031,32200000,4.27,56.6,-2.13,4.7,0.77,12.14,0.99,64.91,-2.05,Electronic Forms,,,24.04,10.95,-0.04499274310595066
KLK GR Equity     ,Xetra,KLOECKNER-WERKE AG,Machinery-General Indust,-48.441784,-33.58373039002914,495.7124,499.7524,452.91240000000005,46.84,598.2399999999999,4.04,641.04,751.74,7.359999999999999,8.44,28.54,6.848216,47.93,55.29,0.1886,21.36,0.36469999999999997,0.8505079825834543,-0.049400000000000006,0.09372641331987601,6.4344569288389515,8.07363552785134,0.028414079335940617,0.009109819884534546,23.20750936329588,0.7732940222139024,0.6594200122382738,15.8693903293623,53.6626066350711,0.7747138339430769,0.6024854337935989,0.03332085361287907,0.011447271997860392,0.00808400319838384,0.008149886910232627,0.006302258829402222,6.251851851851851,-4.94,36.47,0.586,495712400,8.44,18.86,-27.46,20.1,21.36,4.04,1.35,751.74,-47.93,Machinery-General Indust,,-137.44,641.04,46.84,0.8505079825834543
KNR GR Equity     ,Munich,KNUERR AG,Office Furnishings-Orig,0.41000000000000014,-2.180923607788595,21.07215,62.05215,55.11215,6.94,36.2,40.98,2.16,109.91,-2.62,-1.35,2.34,-0.69147,0.86,-1.7600000000000002,0.4878,-2.269046,0.1167,0.4020319303338172,0.00,0.11184141081332397,0.00,0.00,-0.02074424529160222,-0.006291238285870258,0,9.755625,0.19172186334273497,23.552200854700857,0,1.4383901251738525,0.5014298062050769,-1,-0.01910138121546961,0.6604122500187343,1.9447469764594498,18.972222222222218,0.00,,11.67,0.277,21072150,-1.35,48.78,-1.07,3.69,-2.28,40.98,3.08,109.91,-0.86,Office Furnishings-Orig,,0,2.16,6.94,0.4020319303338172
KKF GR Equity     ,Xetra,KOEHLER & KRENZER FASHION AG,Retail-Apparel/Shoe,2.0436039999999993,0.9069575923392609,28.94,49.1,47.97,1.13,35.419999999999995,20.16,16.39,82.6,-2.15,6.57,9.45,3.9236039999999996,4.03,1.8800000000000003,0.4028,1.75,0.39875,0.6153846153846154,0.2896,0.0230142566191446,0.2285714285714286,0.47915131088662377,0.021186440677966104,0.047501259079903144,16.537142857142857,1.7657107992678462,0.35036319612590805,5.076190476190477,7.301369863013698,1.3433652530779756,0.5807506053268765,0.10677242220866381,0.11077368718238284,0.4105906313645621,0.6966136834830684,1.230018303843807,6.19811320754717,28.96,39.875,0.424,28940000,6.57,40.28,-0.73,2.88,1.75,20.16,1.06,82.6,-4.03,Retail-Apparel/Shoe,,-0.4,16.39,1.13,0.6153846153846154
KDR GR Equity     ,Frankfurt,KOELN-DUSSELDORF DEUT RHEINS,Cruise Lines,-2.2700000000000005,-1.3256083086053412,27.81413,33.254129999999996,32.32413,0.93,5.8100000000000005,5.44,1.3,18.89,2.12,-0.53,0.8499999999999999,-0.53,-0.38,1.7400000000000002,0,-0.99,0.7293999999999999,0.8287373004354136,0.00,0.0279664510844217,0.00,0.00,-0.051349920592906294,-0.028057173107464268,0,20,1.4724261514028585,38.028388235294116,0,4.933847181008901,1.7111768131286393,-0.7615384615384615,-0.09122203098106713,0.16358870311747747,0.19558404307450927,4.184615384615385,0.00,,72.94,0.571,27814130,-0.53,0,-3.5,1.38,-0.97,5.44,0.46,18.89,0.38,Cruise Lines,,,1.3,0.93,0.8287373004354136
SKB GR Equity     ,Xetra,KOENIG & BAUER AG,Machinery-Print Trade,5.8236399999999975,-1.6804188829787243,299.9677,452.66769999999997,420.4677,32.2,569.3999999999999,152.7,448.9,1423,14.200000000000003,32.1,74.9,24.02364,4,18.200000000000003,0.2516,11.9,0.27773,0.9883889695210452,-0.2534,0.0711338582364061,0,0.7575871100299539,0.008362614195361912,0.01688238931834153,25.207369747899158,0.6682283359322789,0.2107995080815179,5.613720961281708,13.098682242990654,0.7524396609042554,0.2954797610681658,0.026509244820672757,0.04219114857744996,0.3373335451148823,0.5090548082343532,0.3401648474047672,2.1986301369863015,-25.34,27.773,0.681,299967700,32.1,25.16,-57,42.8,11.9,152.7,14.6,1423,-4,Machinery-Print Trade,,,448.9,32.2,0.9883889695210452
KPG GR Equity     ,Xetra,KOLBENSCHMIDT PIERBURG AG,Auto/Trk Prts&Equip-Orig,80.219,57.01266771902131,1049.007,1196.307,1153.607,42.7,464.1,147.3,359.5,1884.2,-18.799999999999997,100.2,236.2,59.619,-1.8,-20.599999999999998,0.405,42.4,0.19228,0.7648766328011612,-0.0453,0.03569317909198893,0.33490566037735847,-0.34552743252989815,0.02250291901072073,0.03164154548349432,24.740731132075474,2.917961057023644,0.5567386689311113,4.884026248941575,11.513043912175648,2.360511049723757,0.6122529455471818,0.11794158553546592,0.12846153846153846,0.12312892927985877,0.14041851007667253,0.40973574408901253,7.767441860465116,-4.53,19.228,0.527,1049007000,100.2,40.5,-117.2,136,42.4,147.3,12.9,1884.2,1.8,Auto/Trk Prts&Equip-Orig,,-14.2,359.5,42.7,0.7648766328011612
KBC GR Equity     ,Xetra,KONTRON AG,Electronic Compo-Semicon,4.316272,6.195305094154321,283.0555,326.9255,270.6255,56.3,177.89,43.87,190.32,262.13,1.2799999999999994,18.24,25.47,13.366271999999999,7.77,9.049999999999999,0.2672,13.55,0.2464,1.6748911465892597,0.0006,0.17221048832226302,0,0.6770773481192063,0.05169190859497196,0.05099100446343417,20.88970479704797,1.4872609289617487,1.079828710944951,10.625265017667845,14.836924342105263,1.3959840300610615,1.0324094914736963,0.07119588062211013,0.07513784923267187,0.13418959365359998,0.15498727281398877,0.2305065153425809,8.897560975609757,0.06,24.64,1.154,283055500,18.24,26.72,-8.51,7.23,13.55,43.87,2.05,262.13,-7.77,Electronic Compo-Semicon,14.07,,190.32,56.3,1.6748911465892597
KRO GR Equity     ,Frankfurt,G. KROMSCHROEDER AG,Bldg Prod-Air&Heating,10.222304,10.989402363908773,362.7936,368.58360000000005,352.09360000000004,16.49,43.58,5.79,54.28,220.26,-1.2599999999999998,22.44,32.510000000000005,12.602304,3.64,2.3800000000000003,0.4384,13.14,0.63686,0.6502177068214805,0.1206,0.044738832655603765,0.4901065449010655,0.1888543555210222,0.05965676927267775,0.05721558158539908,27.609863013698632,6.683743551952838,1.6471152274584584,10.830316825592124,15.690445632798575,6.135901448310306,1.5985362753109964,0.24207811348563008,0.2891763194125746,0.01570878357040302,0.015959487708713714,0.10666912306558585,39.36842105263158,12.06,63.686,0.448,362793600,22.44,43.84,-8.81,10.07,13.14,5.79,0.57,220.26,-3.64,Bldg Prod-Air&Heating,,-6.44,54.28,16.49,0.6502177068214805
KRN GR Equity     ,Xetra,KRONES AG,Machinery-General Indust,12.682380000000002,12.174074181757781,932.5222,933.3422,858.7522,74.59,406.92999999999995,0.82,480.7,1524.31,-12.040000000000003,94.52,136.79,62.05237999999999,61.41,49.36999999999999,0.3435,61.46,0.22999,0.9709724238026126,0.22219999999999998,0.0799170979304268,0.19427269768955416,0.7956181535663901,0.04031988243861157,0.040708504175659806,15.172831109664822,1.9399255252756398,0.611766766602594,6.277887272461438,9.085402031316125,1.9383248878551256,0.5633710990546543,0.12785521115040566,0.15248907674538617,0.0008785630822221473,0.0008793356340471036,0.0017058456417724153,10.827033218785795,22.22,22.999,0.669,932522200,94.52,34.35,-30.23,42.27,61.46,0.82,8.73,1524.31,-61.41,Machinery-General Indust,7.733,-11.94,480.7,74.59,0.9709724238026126
KSB GR Equity     ,Frankfurt,KSB AG,Machinery-Pumps,30.201086,13.882567906870575,219.2421,315.7221,180.40210000000002,135.32,258.97,96.48,297.81,1266.76,-4.819999999999997,34.18,66.37,22.651086000000003,-2.73,-7.549999999999997,0.3373,8.18,0.27460999999999997,0.5863570391872279,-0.0464,0.4286047761623275,0.784841075794621,-0.33331735175964616,0.006457418927026429,0.017881118759670342,26.80221271393643,0.7361811221920016,0.1730731156651615,2.7181271658882027,5.2780017554125225,0.8007357528722514,0.14241221699453727,0.02746717705919882,0.08746606170598911,0.305585196601695,0.4400614662968472,0.32396494409187065,6.412757973733584,-4.64,27.461,0.404,219242100,34.18,33.73,-27.37,32.19,8.18,96.48,5.33,1266.76,2.73,Machinery-Pumps,,-6.42,297.81,135.32,0.5863570391872279
KUZ GR Equity     ,Frankfurt,KUEHLHAUS ZENTRUM AG,Storage/Warehousing,0.669592,0.31877540996168585,10,12.99,12.99,0,5.220000000000001,2.99,2.23,2.87,-0.46,0.36,0.8200000000000001,0.209592,0,-0.46,0.4178,0.12226200000000001,0.11273,0.521044992743106,-0.0060999999999999995,0,0.00,-2.194740257261728,0,0.07302857142857143,0,4.484304932735426,3.484320557491289,15.841463414634145,36.083333333333336,2.4885057471264367,4.526132404181185,0.05482600896860987,0.04015172413793103,0.23017705927636645,0.29900000000000004,1.3408071748878925,2.4,-0.61,11.273,0.359,10000000,0.36,41.78,,0.46,,2.99,0.15,2.87,,Storage/Warehousing,,,2.23,0,0.521044992743106
KKK GR Equity     ,Frankfurt,KUEHNLE KOPP & KAUSCH AG,Machinery-General Indust,-2.913278,-0.5718962343096239,83.0648,99.2848,86.9648,12.32,47.43,16.22,43.53,186.03,2.71,12.38,17.48,7.946721999999999,8.15,10.86,0.35810000000000003,7.34,0.3091,0.32510885341074025,-0.36329999999999996,0.12408747361126779,0.09128065395095368,1.3666012224914876,0.039456001720152664,0.0427174219211955,11.316730245231609,1.908219618653802,0.44651292802236203,4.975102974828375,7.024620355411954,1.6616702928870293,0.46747728860936405,0.16861934298185158,0.16754632089394897,0.16336841087457493,0.19526923558474826,0.3726165862623478,5.0737704918032795,-36.33,30.91,0.224,83064800,12.38,35.81,-7.81,5.1,7.34,16.22,2.44,186.03,-8.15,Machinery-General Indust,,-0.67,43.53,12.32,0.32510885341074025
KUL GR Equity     ,Frankfurt,KULMBACHER BRAUEREI AG,Brewery,61.584700000000005,4.005198579986688,94.08,145.25,142.16,3.09,87.05,51.17,38.97,200.01,3.8999999999999986,71.17,94.09,64.7647,-0.72,3.179999999999999,0.09,5.38,0.22460000000000002,0.2859216255442671,0.00,0.021273666092943202,0.19330855018587362,0.049100821898348926,0.02689865506724664,0.3238073096345183,17.486988847583643,2.414164742109315,0.4703764811759412,1.5108938250611117,1.997470844456934,1.6113822942090081,0.7107644617769112,0.1380549140364383,0.7439942561746123,0.35228915662650606,0.5438988095238095,1.313061329227611,21.764525993883794,,22.46,0.197,94080000,71.17,9,-26.82,22.92,5.38,51.17,3.27,200.01,0.72,Brewery,,-1.04,38.97,3.09,0.2859216255442671
KWS GR Equity     ,Xetra,KWS SAAT AG,Agricultural Operations,29.412307000000006,26.245586017045028,475.86,486.23,435.41,50.82,214.36,10.37,254.81,443.71,3.4899999999999984,50.63,70.27000000000001,30.322307000000002,-2.58,0.9099999999999984,0.4011,27.12,0.19988,0.6981132075471699,0.0812,0.10451843777636098,0.26769911504424776,0.030010909130363937,0.06112100245655947,0.0683381194924613,17.54646017699115,1.8675091244456654,1.072457235581799,6.196243062473316,8.599841990914477,1.833584734897051,0.9812940884812154,0.1064322436325105,0.14145506157865273,0.021327355366801717,0.021792123733871304,0.040696989914053606,17.339041095890412,8.12,19.988,0.481,475860000,50.63,40.11,-23.13,19.64,27.12,10.37,2.92,443.71,2.58,Agricultural Operations,11.03,-7.26,254.81,50.82,0.6981132075471699
LBH GR Equity     ,Frankfurt,LANDSHUTER BRAU KOLLER-FLEIS,Brewery,0,0.00,23.04,23.04,23.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.4484760522496372,0.00,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0,0,0.00,0.00,,,0.309,23040000,,,,,,,,,,Brewery,,,,,0.4484760522496372
LKM GR Equity     ,Frankfurt,LANDSHUTER KUNS C.A. MEYER'S,Food-Flour&Grain,0.28845600000000005,0.23189600000000005,10.08,11.26,10.57,0.69,2.4499999999999997,1.18,1.96,10.41,0,0.51,0.51,0.28845600000000005,0,0,0.43439999999999995,0.23189600000000005,0.10428000000000001,0.590711175616836,0.3849,0.06127886323268206,0.00,0,0,0.027709510086455336,0,5.142857142857143,0.968299711815562,20.725490196078432,20.725490196078432,3.585987261146497,1.015369836695485,0.11831428571428575,0.11773714285714289,0.10479573712255773,0.11706349206349205,0.6020408163265306,5.1,38.49,10.428,0.407,10080000,0.51,43.44,,,,1.18,0.1,10.41,,Food-Flour&Grain,,,1.96,0.69,0.590711175616836
LXS GR Equity     ,Xetra,LANXESS,Chemicals-Diversified,-1,-4.358431836091409,1207.255,2414.255,2342.255,72,2466,1207,1331,6773,27,80,332,28,2,29,0.65,10.85,0.00,0.00,0.00,0.029822864610407764,0.00,1.0357142857142858,-0.0017717407352724052,0.004134061715635612,0,0.9070285499624343,0.17824523844677398,7.054984939759036,29.2781875,0.9512431048069346,0.345822382991289,0.008151765589782119,0.0113544201135442,0.4999471886772524,0.9997887770189395,0.9068369646882044,1.6326530612244898,,,,1207255000,80,65,-279,252,-12,1207,49,6773,-2,Chemicals-Diversified,,,1331,72,0.00
LSN GR Equity     ,Xetra,LEASING.99 AG,Rental Auto/Equipment,0,0.00,44.18497,44.18497,44.18497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28162,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0,0,0.00,0.00,,28.162,,44184970,,,,,,,,,,Rental Auto/Equipment,,,,,0.00
LEC GR Equity     ,Frankfurt,LECH-ELEKTRIZITAETSWERKE,Electric-Integrated,-29.236249999999995,-8.072328062488083,2126.436,2126.536,2081.186,45.35,164.61,0.1,209.86,625.32,53.199999999999996,44.75,84.35,28.86375,4.9,58.099999999999994,0.355,50,0.13115,0.3933236574746009,0.1613,0.02132576170824289,0.444,2.0129054610021218,0.07995906096078807,0.046158366916138935,42.52872,10.13264080815782,3.400556515064287,24.673218731475995,46.50694972067039,10.128291103067252,3.328193564894774,0.23825407414466787,0.1753462730089302,4.702483287374397e-05,4.702704431264331e-05,0.0004765081482893357,18.191056910569106,16.13,13.115,0.271,2126436000,44.75,35.5,-92.8,39.6,50,0.1,2.46,625.32,-4.9,Electric-Integrated,,-22.2,209.86,45.35,0.3933236574746009
LCA GR Equity     ,Frankfurt,LEICA CAMERA AG,Photo Equipment&Supplies,1.1462139999999987,1.8890622891837188,11.025,34.765,33.145,1.62,42.85,23.74,20.73,119.08,2.5100000000000007,5.66,11.96,5.66,2.19,4.700000000000001,0,4.08,1.0483,0.432510885341074,0.00,0.04659859053645909,0.00,0.8303886925795054,-0.028720188108834397,0.0475310715485388,0,0.5318379160636758,0.0925848169297951,2.7713210702341136,5.85600706713781,0.7817629862828873,0.27834229089687607,0.19681620839363242,0.13208868144690783,0.6828707032935423,2.1532879818594104,1.145200192957067,3.5822784810126582,,104.83,0.298,11025000,5.66,-3.29,-8.81,6.3,-3.42,23.74,1.58,119.08,-2.19,Photo Equipment&Supplies,,,20.73,1.62,0.432510885341074
LEI GR Equity     ,Xetra,LEIFHEIT AG,Appliances,-3.361985,-3.278562299168975,109.45,111.55,98.89,12.66,95.64,2.1,106.2,317.28,-2.789999999999999,13.89,26.93,6.438015000000001,12.59,9.8,0.5365,6.33141,0.29939,0.8171262699564587,0.00,0.11349170775437024,0.00,1.5222083204217447,-0.02300806858295512,0.020291272692889564,0,1.03060263653484,0.34496343923348466,3.6721128852580764,7.119510439164866,1.0300092336103417,0.3116805345436208,0.05961779661016949,0.0673150878293601,0.01882563872702824,0.019186843307446324,0.01977401129943503,60.391304347826086,,29.939,0.563,109450000,13.89,53.65,-10.25,13.04,-7.3,2.1,0.23,317.28,-12.59,Appliances,,-5.71,106.2,12.66,0.8171262699564587
LEO GR Equity     ,Xetra,LEONI AG,Wire&Cable Products,20.191415000000003,19.462110074088326,611.721,863.961,772.731,91.23,532.3499999999999,252.24,371.34,1247.25,24.21,60.55,110.03,43.311415000000004,-1.09,23.12,0.2847,33.23,0.25419,0.8476052249637156,0.0737,0.10559504422074607,0.22840806500150468,0.5338084659667665,0.026642613750250548,0.03472552816195631,18.408696960577792,1.6473339796412991,0.4904558027660854,7.022911933109152,12.76186622625929,1.3854854228807854,0.619547805171377,0.08948672375720364,0.08135890861275479,0.29195762308715323,0.41234484348256806,0.6792696719987075,3.7515489467162326,7.37,25.419,0.584,611721000,60.55,28.47,-73.69,49.48,33.23,252.24,16.14,1247.25,1.09,Wire&Cable Products,13.66,-7.59,371.34,91.23,0.8476052249637156
KGR GR Equity     ,Frankfurt,LEWAG HOLDING AG,Diversified Operations,1.8811200000000001,1.4766003752345216,30.888,41.858000000000004,40.278000000000006,1.58,25.07,10.97,15.68,30.98,-0.72,1.76,2.79,0.90112,-0.26,-0.98,0.488,0.9,0.18706,0.45718432510885343,-0.1364,0.03774666730374122,1.3222222222222222,-1.0875355113636362,0.029051000645577793,0.029087153001936733,34.32,1.9698979591836736,0.9970303421562299,14.436559139784949,22.885227272727278,1.5706566604127583,1.300129115558425,0.05739795918367347,0.03594415636218588,0.26207654450762097,0.35515410515410517,0.6996173469387755,2.6666666666666665,-13.64,18.706,0.315,30888000,1.76,48.8,-0.31,1.03,0.9,10.97,0.66,30.98,0.26,Diversified Operations,,-1.19,15.68,1.58,0.45718432510885343
LIN GR Equity     ,Xetra,LINDE AG,Engineering/R&D Services,795.7776,538.1813829038164,6330.317,9388.317,8824.317,564,6537,3058,4043,9421,-163,616,1513,331.7776,-301,-464,0.46140000000000003,274,0.19181,1.3193033381712629,-0.022400000000000003,0.06007466513966242,0.5,-1.3985272061766678,0.029083961362912643,0.035216813501751404,23.103346715328467,1.5657474647538956,0.6719368432225878,5.83233113020489,14.325189935064934,1.3221119560625263,0.9366645791317268,0.06777145683898095,0.05075380143796849,0.32572398226433985,0.4830721747425919,0.756369032896364,2.878504672897196,-2.24,19.181,0.909,6330317000,616,46.14,-734,897,274,3058,214,9421,301,Engineering/R&D Services,19.05,-137,4043,564,1.3193033381712629
LND GR Equity     ,Frankfurt,LINDNER HOLDING KGAA,Bldg&Construct Prod-Misc,-19.207844,-20.617000126470217,146.772,147.862,130.082,17.78,61.290000000000006,1.09,77.98,456.65,3.5700000000000003,12.84,28.14,2.772156,18.41,21.98,0.7841,1.06,0.30058,0.6095791001451379,-0.3734,0.12024725757801194,2.7547169811320753,7.928846717140018,0.002321252600459871,0.006070636154604183,138.46415094339622,1.8821749166452935,0.32141027044782655,4.622672352523098,10.130996884735202,1.8700139117237888,0.28486149129530275,0.013593229033085406,0.045230151737640716,0.00737173851293774,0.007426484615594256,0.013977943062323674,16.894736842105264,-37.34,30.058,0.42,146772000,12.84,78.41,-18.87,15.3,1.06,1.09,0.76,456.65,-18.41,Bldg&Construct Prod-Misc,,-2.92,77.98,17.78,0.6095791001451379
LIA GR Equity     ,Xetra,LINOS AG,Lasers-Syst/Components,3.96,-4.718139388731782,40.5,69.36,68.17,1.19,44.78,28.86,17.11,88.1,-7.390000000000001,-6.03,2.38,-5.6211660000000006,-2.6,-9.99,0.0678,-8.43641,0.51623,0.9462989840348331,0.00,0.017156862745098037,0.00,0.00,-0.10919409761634506,-0.06380438138479003,0,2.3670368205727645,0.45970488081725314,28.642857142857146,0,1.5088100935392648,0.7737797956867197,-0.49306896551724144,-0.12552849486377848,0.41608996539792387,0.7125925925925926,1.6867329047340736,0.00,,51.623,0.652,40500000,-6.03,6.78,-1.02,8.41,-9.62,28.86,3.02,88.1,2.6,Lasers-Syst/Components,,0,17.11,1.19,0.9462989840348331
LOE GR Equity     ,Xetra,LOEWE AG,Audio/Video Products,-11.940000000000005,-17.285766966935704,89.68512,121.80511999999999,118.86511999999999,2.94,73.88,32.12,44.7,267.81,-2.8999999999999986,-32.45,-8.840000000000003,-26.868600000000004,-17.61,-20.509999999999998,0.172,-29.22012000000001,0.46781,1.5921625544267055,0.00,0.024136916412052303,0.00,0.00,-0.11104887793585004,-0.10032709756917219,0,2.0063785234899325,0.3348833874761958,0,0,1.5855912522780526,0.4438412307232739,-0.6536939597315438,-0.3636789388197077,0.26369991671942855,0.3581419080445006,0.7185682326621923,0.00,,46.781,1.097,89685120,-32.45,17.2,-20.71,23.61,-29.74,32.12,2.84,267.81,17.61,Audio/Video Products,,-6.1,44.7,2.94,1.5921625544267055
LPK GR Equity     ,Xetra,LPKF LASER & ELECTRONICS,Lasers-Syst/Components,2.1248799999999997,1.690246382479468,38.11946,40.81946,35.18946,5.63,19.94,2.7,22.87,25.17,-1.1099999999999999,1.92,3.6399999999999997,1.2748799999999998,0.26,-0.8499999999999999,0.336,0.93,0.51865,1.4020319303338171,-0.15960000000000002,0.13792441154292584,0.3440860215053763,-0.6667294176706827,0.03694874851013111,0.05065077473182359,40.98866666666666,1.666788806296458,1.5144799364322603,9.667434065934065,18.32784375,1.5963809151349238,1.3980715137067936,0.040664626147791864,0.06393580742226679,0.0661449220543339,0.07082996453779776,0.11805859204197638,10.105263157894736,-15.96,51.865,0.966,38119460,1.92,33.6,-0.61,1.72,0.93,2.7,0.19,25.17,-0.26,Lasers-Syst/Components,36.14,-0.32,22.87,5.63,1.4020319303338171
LSX GR Equity     ,Frankfurt,LS TELCOM AG,Applications Software,-5.569999999999999,-5.364703323475046,10.5633,10.6133,9.913300000000001,0.7,10.120000000000001,0.05,10.77,9.63,-1.2200000000000002,-3.26,-0.3299999999999996,-3.065378,3.53,2.3099999999999996,0.059699999999999996,-3.065378,0.56955,1.1944847605224964,0.00,0.0659549810143876,0.00,0.00,-0.3052959501557632,-0.31831547248182757,0,0.980807799442897,1.0969158878504672,0,0,0.9808964879852126,1.0294184839044653,-0.28462191272051995,-0.3029029644268774,0.0047110700724562575,0.0047333693069400665,0.004642525533890437,0.00,,56.955,0.823,10563300,-3.26,5.97,-1.71,2.93,-2.94,0.05,,9.63,-3.53,Applications Software,,,10.77,0.7,1.1944847605224964
ECK GR Equity     ,Xetra,LUDWIG BECK AM RATHAUSECK,Retail-Major Dept Store,0.9757020000000003,-0.29688229449152537,19.488,78.21799999999999,77.62799999999999,0.59,74.92999999999999,58.73,16.79,86.66,0.9099999999999997,3.27,7.04,1.185702,-0.7,0.20999999999999974,0.6374,-0.250194,0.42512,0.8113207547169813,0.00,0.007543020788053901,0.00,0.1771102688533879,-0.009116085852757905,0.013682229402261714,0,1.1606908874329958,0.2248788368336026,11.026704545454544,23.7394495412844,1.0357256355932203,0.8957765981998614,-0.014901369863013702,0.015824129187241427,0.7508501879362807,3.013649425287356,3.4979154258487193,0.8257575757575758,,42.512,0.559,19488000,3.27,63.74,-4.68,3.77,-0.79,58.73,3.96,86.66,0.7,Retail-Major Dept Store,,0,16.79,0.59,0.8113207547169813
MTB GR Equity     ,Frankfurt,M-TECH TECHNOLOGIE UND BETEI,Traffic Ma0.00gement Sys,-0.9844900000000005,-1.0100457751545817,12.4644,44.4944,38.9644,5.53,47.84,32.03,21.34,82.86,-0.9299999999999997,2.05,5.619999999999999,1.6855099999999998,3.6,2.6700000000000004,0.1778,0.05755399999999987,0.7393000000000001,0.3759071117561684,0.00,0.12428530331906938,0.00,1.584090275346928,-0.021844074342264062,0.020341660632391984,0,0.5840862230552952,0.15042722664735697,6.933167259786478,19.007024390243902,0.8336968334270188,0.4702437846970794,0.0026970009372071168,0.03523223244147156,0.7198658707612644,2.5697185584544786,1.5009372071227742,1.0353535353535352,,73.93,0.259,12464400,2.05,17.78,-2.64,3.57,-1.81,32.03,1.98,82.86,-3.6,Traffic Ma0.00gement Sys,,,21.34,5.53,0.3759071117561684
MHK GR Equity     ,Frankfurt,H. MAIHAK AG,Electronic Measur Instr,-0.79,-0.9500000000000001,12.84,12.84,12.84,0,1.72,0,1.72,14.84,0,-0.79,-0.79,-0.79,0,0,0,-0.9500000000000001,0.15248,0.5181422351233672,0.00,0,0.00,0.00,0,-0.0532345013477089,0,7.465116279069767,0.8652291105121294,0,0,7.465116279069767,0.8652291105121294,-0.5523255813953489,-0.4593023255813954,0,0,0,0.00,,15.248,0.357,12840000,-0.79,0,,,,0,0.16,14.84,,Electronic Measur Instr,,,1.72,0,0.5181422351233672
MNV6 GR Equity     ,Frankfurt,MAINOVA AG,Gas-Distribution,67.635504,67.84020509575765,1584.6,1875.9099999999999,1872.81,3.1,644.89,291.31,356.68,1137.52,37.19,69.19,143.11,63.76550399999999,-41.06,-3.8700000000000045,0.0784,65.71,0.16862,0.40493468795355597,0.687,0.001652531304806734,0,-0.060691122272004704,0.057766017300794704,0.05605660032351079,24.115050981585757,4.442637658405293,1.393030452211829,13.086506882817412,27.067639832345716,2.894967514930786,1.6463974259793235,0.18422675787821013,0.09887810944502162,0.15528996593653216,0.1838381926038117,0.8167264775148593,3.551848049281314,68.7,16.862,0.279,1584600000,69.19,7.84,-111.11,73.92,65.71,291.31,19.48,1137.52,41.06,Gas-Distribution,,,356.68,3.1,0.40493468795355597
